event_id,event_type,trigger_ts,trigger_source,reaction_ts,reaction_type,solved_ts,related_machine_id,related_alert_id,resolution_time_ms,total_response_time_ms,metadata
newMachine:machine_4:1763905174661,newMachine,1763905174661,cutting_machine_discovery,1763905204184,AssignBlade,1763905204678,4,,29523,30017,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_3:1763905188508,machineFailure,1763905188508,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,1117982,1119991,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763905189708,newMachine,1763905189708,cutting_machine_discovery,1763905209731,AssignBlade,1763905250122,0,,20023,60414,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763905214927,newMachine,1763905214927,cutting_machine_discovery,1763905249635,AssignBlade,1763905249950,3,,34708,35023,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763905250224,newMachine,1763905250224,cutting_machine_discovery,1763905294658,AssignBlade,1763905355982,1,,44434,105758,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763905280394,newMachine,1763905280394,cutting_machine_discovery,1763905294662,AssignBlade,1763905295403,0,,14268,15009,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:f337c615-9a7f-4a78-93b1-60bdb69eaf9b:problem_dry:1763905296739,storageAlert,1763905296739,dbInterface,1763905342699,ChangeFreshAmount,1763905345042,,f337c615-9a7f-4a78-93b1-60bdb69eaf9b,45960,48303,"{""triggerTs"": 1763905296739, ""bDry"": 25.0, ""problemCategory"": ""dry"", ""bFresh"": 50.0, ""aDry"": 44.0, ""aFresh"": 81.0, ""alertId"": ""f337c615-9a7f-4a78-93b1-60bdb69eaf9b"", ""title"": ""StorageAlert"", ""_collected_at"": 1763905296741}"
newMachine:machine_4:1763905335663,newMachine,1763905335663,cutting_machine_discovery,1763905342704,AssignBlade,1763905345678,4,,7041,10015,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763905350977,newMachine,1763905350977,cutting_machine_discovery,1763905350992,AssignBlade,1763905355982,1,,15,5005,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_3:1763905360026,machineFailure,1763905360026,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,946464,948473,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763905375984,newMachine,1763905375984,cutting_machine_discovery,1763905501098,AssignBlade,1763905501331,0,,125114,125347,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763905396277,newMachine,1763905396277,cutting_machine_discovery,1763905501101,AssignBlade,1763905501354,3,,104824,105077,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763905441444,newMachine,1763905441444,cutting_machine_discovery,1763905929075,AssignBlade,1763905930401,1,,487631,488957,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763905461613,newMachine,1763905461613,cutting_machine_discovery,1763905929076,AssignBlade,1763905930488,4,,467463,468875,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_2:1763905499315,machineFailure,1763905499315,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,807175,809184,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763905537246,newMachine,1763905537246,cutting_machine_discovery,1763905929076,AssignBlade,1763906358054,2,,391830,820808,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763905542260,newMachine,1763905542260,cutting_machine_discovery,1763905771123,AssignBlade,1763905772413,0,,228863,230153,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:834483ce-f255-4aee-9af0-6986f59b4e71:problem_fresh:1763905556896,storageAlert,1763905556896,dbInterface,1763905929069,ChangeFreshAmount,1763905950523,,834483ce-f255-4aee-9af0-6986f59b4e71,372173,393627,"{""triggerTs"": 1763905556896, ""bDry"": 85.0, ""problemCategory"": ""fresh"", ""bFresh"": 42.0, ""aDry"": 54.0, ""aFresh"": 19.0, ""alertId"": ""834483ce-f255-4aee-9af0-6986f59b4e71"", ""title"": ""StorageAlert"", ""_collected_at"": 1763905556901}"
machineFailure:machine_3:1763905576381,machineFailure,1763905576381,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,730109,732118,"{""swap_target_machine"": 1}"
newMachine:machine_3:1763905617993,newMachine,1763905617993,cutting_machine_discovery,1763905771122,AssignBlade,1763905774093,3,,153129,156100,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_2:1763905622287,machineFailure,1763905622287,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,684203,686212,"{""swap_target_machine"": 1}"
machineFailure:machine_3:1763905643004,machineFailure,1763905643004,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,663486,665495,"{""swap_target_machine"": 1}"
machineFailure:machine_2:1763905678200,machineFailure,1763905678200,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,628290,630299,"{""swap_target_machine"": 1}"
machineFailure:machine_3:1763905728363,machineFailure,1763905728363,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,578127,580136,"{""swap_target_machine"": 1}"
machineFailure:machine_2:1763905768713,machineFailure,1763905768713,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,537777,539786,"{""swap_target_machine"": 1}"
machineFailure:machine_3:1763905804117,machineFailure,1763905804117,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,502373,504382,"{""swap_target_machine"": 1}"
newMachine:machine_3:1763905844804,newMachine,1763905844804,cutting_machine_discovery,1763905940686,AssignBlade,1763905945686,3,,95882,100882,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763905880209,newMachine,1763905880209,cutting_machine_discovery,1763905935299,AssignBlade,1763905940297,0,,55090,60088,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_3:1763905899869,machineFailure,1763905899869,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,406621,408630,"{""swap_target_machine"": 1}"
machineFailure:machine_2:1763905914548,machineFailure,1763905914548,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,391942,393951,"{""swap_target_machine"": 1}"
machineFailure:machine_3:1763905955693,machineFailure,1763905955693,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,350797,352806,"{""swap_target_machine"": 1}"
newMachine:machine_0:1763905975892,newMachine,1763905975892,cutting_machine_discovery,1763906019608,AssignBlade,1763906021499,0,,43716,45607,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763905996204,newMachine,1763905996204,cutting_machine_discovery,1763906019608,AssignBlade,1763906021220,3,,23404,25016,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_2:1763906010863,machineFailure,1763906010863,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,295627,297636,"{""swap_target_machine"": 1}"
newMachine:machine_4:1763906016429,newMachine,1763906016429,cutting_machine_discovery,1763906064571,AssignBlade,1763906066453,4,,48142,50024,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:df50eed3-f7a6-4670-a792-5a735b76101c:problem_dry:1763906037149,storageAlert,1763906037149,dbInterface,1763906064568,ChangeFreshAmount,1763906323680,,df50eed3-f7a6-4670-a792-5a735b76101c,27419,286531,"{""triggerTs"": 1763906037149, ""bDry"": 22.0, ""problemCategory"": ""dry"", ""bFresh"": 38.0, ""aDry"": 19.0, ""aFresh"": 121.0, ""alertId"": ""df50eed3-f7a6-4670-a792-5a735b76101c"", ""title"": ""StorageAlert"", ""_collected_at"": 1763906037154}"
newMachine:machine_1:1763906066832,newMachine,1763906066832,cutting_machine_discovery,1763906081860,AssignBlade,1763906086855,1,,15028,20023,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763906086988,newMachine,1763906086988,cutting_machine_discovery,1763906115588,AssignBlade,1763906298637,0,,28600,211649,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763906092000,newMachine,1763906092000,cutting_machine_discovery,1763906295622,AssignBlade,1763906343838,4,,203622,251838,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763906112208,newMachine,1763906112208,cutting_machine_discovery,1763906122217,AssignBlade,1763906127215,1,,10009,15007,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_3:1763906166326,machineFailure,1763906166326,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,3,,140164,142173,"{""swap_target_machine"": 1}"
newMachine:machine_1:1763906172648,newMachine,1763906172648,cutting_machine_discovery,1763906340611,AssignBlade,1763906343906,1,,167963,171258,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_2:1763906181807,machineFailure,1763906181807,heartbeat_monitor,1763906306490,SwapBlade,1763906308499,2,,124683,126692,"{""swap_target_machine"": 1}"
newMachine:machine_3:1763906207880,newMachine,1763906207880,cutting_machine_discovery,1763906440620,AssignBlade,1763906469872,3,,232740,261992,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763906207967,newMachine,1763906207967,cutting_machine_discovery,1763906353060,AssignBlade,1763906358054,2,,145093,150087,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763906359016,newMachine,1763906359016,cutting_machine_discovery,1763906359020,AssignBlade,1763906364019,0,,4,5003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763906399306,newMachine,1763906399306,cutting_machine_discovery,1763906449604,AssignBlade,1763906454603,0,,50298,55297,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763906419499,newMachine,1763906419499,cutting_machine_discovery,1763906440622,AssignBlade,1763906444513,2,,21123,25014,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763906474873,newMachine,1763906474873,cutting_machine_discovery,1763906533607,AssignBlade,1763906580680,1,,58734,105807,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763906500073,newMachine,1763906500073,cutting_machine_discovery,1763906500086,AssignBlade,1763906505077,0,,13,5004,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763906540488,newMachine,1763906540488,cutting_machine_discovery,1763906540501,AssignBlade,1763906545491,4,,13,5003,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763906580647,newMachine,1763906580647,cutting_machine_discovery,1763906580661,AssignBlade,1763906585654,0,,14,5007,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763906600720,newMachine,1763906600720,cutting_machine_discovery,1763906689691,AssignBlade,1763906691043,4,,88971,90323,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763906631034,newMachine,1763906631034,cutting_machine_discovery,1763906689692,AssignBlade,1763906691073,2,,58658,60039,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763906671250,newMachine,1763906671250,cutting_machine_discovery,1763906689689,AssignBlade,1763906691263,3,,18439,20013,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763906681352,newMachine,1763906681352,cutting_machine_discovery,1763906716795,AssignBlade,1763906721793,0,,35443,40441,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763906696644,newMachine,1763906696644,cutting_machine_discovery,1763906701657,AssignBlade,1763906706648,1,,5013,10004,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763906741913,newMachine,1763906741913,cutting_machine_discovery,1763906741917,AssignBlade,1763906746914,4,,4,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763906772115,newMachine,1763906772115,cutting_machine_discovery,1763906824220,AssignBlade,1763906827600,2,,52105,55485,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
