event_id,event_type,trigger_ts,trigger_source,reaction_ts,reaction_type,solved_ts,related_machine_id,related_alert_id,resolution_time_ms,total_response_time_ms,metadata
newMachine:machine_3:1763848617207,newMachine,1763848617207,cutting_machine_discovery,1763848617227,AssignBlade,1763848622209,3,,20,5002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_1:1763848617210,newMachine,1763848617210,cutting_machine_discovery,1763848622219,AssignBlade,1763848627212,1,,5009,10002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763848617306,newMachine,1763848617306,cutting_machine_discovery,1763848617312,AssignBlade,1763848622308,0,,6,5002,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763848617308,newMachine,1763848617308,cutting_machine_discovery,1763848617315,AssignBlade,1763848622309,4,,7,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763848617310,newMachine,1763848617310,cutting_machine_discovery,1763848617318,AssignBlade,1763848622311,2,,8,5001,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_2:1763848652319,machineFailure,1763848652319,heartbeat_monitor,1763848664558,SwapBlade,1763848666564,2,,12239,14245,"{""swap_target_machine"": 1}"
newMachine:machine_2:1763848680033,newMachine,1763848680033,cutting_machine_discovery,1763848787541,AssignBlade,1763848790083,2,,107508,110050,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763848710369,newMachine,1763848710369,cutting_machine_discovery,1763848915514,AssignBlade,1763848920501,0,,205145,210132,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763848712243,machineFailure,1763848712243,heartbeat_monitor,1763850584346,SwapBlade,1763850671191,1,,1872103,1958948,"{""swap_target_machine"": 3}"
storageAlert:6673076b-a4d7-4d99-8b75-8206676a12d3:problem_fresh:1763848720952,storageAlert,1763848720952,dbInterface,1763848787042,ChangeFreshAmount,1763848787302,,6673076b-a4d7-4d99-8b75-8206676a12d3,66090,66350,"{""triggerTs"": 1763848720952, ""bDry"": 89.0, ""problemCategory"": ""fresh"", ""bFresh"": 41.0, ""aDry"": 48.0, ""aFresh"": 22.0, ""alertId"": ""6673076b-a4d7-4d99-8b75-8206676a12d3"", ""title"": ""StorageAlert"", ""_collected_at"": 1763848720954}"
newMachine:machine_1:1763848755444,newMachine,1763848755444,cutting_machine_discovery,1763848795475,AssignBlade,1763848800469,1,,40031,45025,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_4:1763848795654,newMachine,1763848795654,cutting_machine_discovery,1763848921464,AssignBlade,1763848926453,4,,125810,130799,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_2:1763848825845,newMachine,1763848825845,cutting_machine_discovery,1763848905534,AssignBlade,1763848906094,2,,79689,80249,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
storageAlert:70db2006-3507-41c8-9dfd-3c16ffef8bde:problem_dry:1763848911036,storageAlert,1763848911036,dbInterface,1763849201982,ChangeFreshAmount,1763849212690,,70db2006-3507-41c8-9dfd-3c16ffef8bde,290946,301654,"{""triggerTs"": 1763848911036, ""bDry"": 19.0, ""problemCategory"": ""dry"", ""bFresh"": 80.0, ""aDry"": 22.0, ""aFresh"": 79.0, ""alertId"": ""70db2006-3507-41c8-9dfd-3c16ffef8bde"", ""title"": ""StorageAlert"", ""_collected_at"": 1763848911042}"
machineFailure:machine_1:1763848915530,machineFailure,1763848915530,heartbeat_monitor,1763850584346,SwapBlade,1763850671191,1,,1668816,1755661,"{""swap_target_machine"": 3}"
newMachine:machine_1:1763848941557,newMachine,1763848941557,cutting_machine_discovery,1763849368725,AssignBlade,1763849373725,1,,427168,432168,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_0:1763848981719,newMachine,1763848981719,cutting_machine_discovery,1763849201975,AssignBlade,1763849202265,0,,220256,220546,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763849026638,machineFailure,1763849026638,heartbeat_monitor,1763850584346,SwapBlade,1763850671191,1,,1557708,1644553,"{""swap_target_machine"": 3}"
newMachine:machine_4:1763849087381,newMachine,1763849087381,cutting_machine_discovery,1763849201977,AssignBlade,1763849202671,4,,114596,115290,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
newMachine:machine_3:1763849157874,newMachine,1763849157874,cutting_machine_discovery,1763849497382,AssignBlade,1763849529831,3,,339508,371957,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763849167308,machineFailure,1763849167308,heartbeat_monitor,1763850584346,SwapBlade,1763850671191,1,,1417038,1503883,"{""swap_target_machine"": 3}"
storageAlert:81a1b471-d037-4992-bf0f-6caa2d3e28eb:problem_B:1763849201174,storageAlert,1763849201174,dbInterface,1763849201983,SwapBlade,1763849227690,,81a1b471-d037-4992-bf0f-6caa2d3e28eb,809,26516,"{""triggerTs"": 1763849201174, ""bDry"": 5.0, ""problemCategory"": ""B"", ""bFresh"": 25.0, ""aDry"": 33.0, ""aFresh"": 137.0, ""alertId"": ""81a1b471-d037-4992-bf0f-6caa2d3e28eb"", ""title"": ""StorageAlert"", ""_collected_at"": 1763849201176}"
newMachine:machine_0:1763849228132,newMachine,1763849228132,cutting_machine_discovery,1763849362376,AssignBlade,1763849363226,0,,134244,135094,"{""first_state"": ""WAITING_FOR_ASSIGNMENT""}"
machineFailure:machine_1:1763849238108,machineFailure,1763849238108,heartbeat_monitor,1763850584346,SwapBlade,1763850671191,1,,1346238,1433083,"{""swap_target_machine"": 3}"
